Name,Subject,Rank,Score
TeddyBearsClub5224,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756235323234,649,497.380000
TeddyBearsClub3223,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756233323233,650,497.380000
TeddyBearsClub1962,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756231393632,651,497.370000
TeddyBearsClub9119,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756239313139,652,497.270000
TeddyBearsClub3248,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756233323438,653,497.270000
TeddyBearsClub9760,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756239373630,654,497.270000
TeddyBearsClub1635,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756231363335,655,497.260000
TeddyBearsClub2847,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756232383437,656,497.260000
TeddyBearsClub2306,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756232333036,657,497.260000
TeddyBearsClub3905,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756233393035,658,497.260000
TeddyBearsClub9992,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756239393932,659,497.260000
TeddyBearsClub8813,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756238383133,660,497.260000
TeddyBearsClub7688,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756237363838,661,497.260000
TeddyBearsClub9125,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756239313235,662,497.260000
TeddyBearsClub3710,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756233373130,663,497.140000
TeddyBearsClub5855,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756235383535,664,497.130000
TeddyBearsClub6249,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756236323439,665,497.130000
TeddyBearsClub2842,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756232383432,666,497.020000
TeddyBearsClub1957,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756231393537,667,497.010000
TeddyBearsClub1656,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756231363536,668,497.010000
TeddyBearsClub7969,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756237393639,669,497.010000
TeddyBearsClub3470,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756233343730,670,497.010000
TeddyBearsClub6402,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756236343032,671,497.010000
TeddyBearsClub5987,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756235393837,672,497.000000
TeddyBearsClub5201,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756235323031,673,497.000000
TeddyBearsClub3577,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756233353737,674,496.890000
TeddyBearsClub9172,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756239313732,675,496.890000
TeddyBearsClub2236,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756232323336,676,496.890000
TeddyBearsClub5628,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756235363238,677,496.880000
TeddyBearsClub553,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c7562353533,678,496.770000
TeddyBearsClub1097,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756231303937,679,496.770000
TeddyBearsClub100,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c7562313030,680,496.760000
TeddyBearsClub1694,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756231363934,681,496.760000
TeddyBearsClub1552,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756231353532,682,496.760000
TeddyBearsClub3473,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756233343733,683,496.760000
TeddyBearsClub5418,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756235343138,684,496.760000
TeddyBearsClub6352,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756236333532,685,496.760000
TeddyBearsClub6922,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756236393232,686,496.760000
TeddyBearsClub3707,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756233373037,687,496.640000
TeddyBearsClub5718,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756235373138,688,496.640000
TeddyBearsClub2732,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756232373332,689,496.640000
TeddyBearsClub598,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c7562353938,690,496.630000
TeddyBearsClub5956,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756235393536,691,496.630000
TeddyBearsClub222,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c7562323232,692,496.630000
TeddyBearsClub892,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c7562383932,693,496.520000
TeddyBearsClub6476,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756236343736,694,496.510000
TeddyBearsClub6542,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756236353432,695,496.510000
TeddyBearsClub3646,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756233363436,696,496.510000
TeddyBearsClub3628,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756233363238,697,496.510000
TeddyBearsClub5142,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756235313432,698,496.400000
TeddyBearsClub8290,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756238323930,699,496.390000
TeddyBearsClub7054,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756237303534,700,496.390000
TeddyBearsClub7630,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756237363330,701,496.390000
TeddyBearsClub2990,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756232393930,702,496.390000
TeddyBearsClub7683,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756237363833,703,496.390000
TeddyBearsClub7328,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756237333238,704,496.380000
TeddyBearsClub4891,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756234383931,705,496.260000
TeddyBearsClub8145,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756238313435,706,496.260000
TeddyBearsClub5682,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756235363832,707,496.140000
TeddyBearsClub9288,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756239323838,708,496.140000
TeddyBearsClub7559,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756237353539,709,496.140000
TeddyBearsClub8568,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756238353638,710,496.130000
TeddyBearsClub7643,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756237363433,711,496.130000
TeddyBearsClub116,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c7562313136,712,496.130000
TeddyBearsClub9506,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756239353036,713,496.130000
TeddyBearsClub4662,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756234363632,714,496.020000
TeddyBearsClub3594,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756233353934,715,496.020000
TeddyBearsClub8224,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756238323234,716,496.010000
TeddyBearsClub9437,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756239343337,717,496.010000
TeddyBearsClub8591,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756238353931,718,495.900000
TeddyBearsClub8945,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756238393435,719,495.890000
TeddyBearsClub5641,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756235363431,720,495.890000
TeddyBearsClub9600,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756239363030,721,495.890000
TeddyBearsClub3778,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756233373738,722,495.890000
TeddyBearsClub6416,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756236343136,723,495.880000
TeddyBearsClub9507,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756239353037,724,495.880000
TeddyBearsClub3627,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756233363237,725,495.770000
TeddyBearsClub7949,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756237393439,726,495.770000
TeddyBearsClub3674,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756233363734,727,495.770000
TeddyBearsClub1988,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756231393838,728,495.770000
TeddyBearsClub9697,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756239363937,729,495.760000
TeddyBearsClub4029,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756234303239,730,495.640000
TeddyBearsClub9258,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756239323538,731,495.640000
TeddyBearsClub6405,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756236343035,732,495.640000
TeddyBearsClub2218,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756232323138,733,495.520000
TeddyBearsClub9936,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756239393336,734,495.520000
TeddyBearsClub3673,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756233363733,735,495.520000
TeddyBearsClub6418,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756236343138,736,495.520000
TeddyBearsClub1882,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756231383832,737,495.400000
TeddyBearsClub1237,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756231323337,738,495.390000
TeddyBearsClub8327,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756238333237,739,495.270000
TeddyBearsClub3375,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756233333735,740,495.270000
TeddyBearsClub5265,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756235323635,741,495.270000
TeddyBearsClub2080,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756232303830,742,495.270000
TeddyBearsClub3743,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756233373433,743,495.260000
TeddyBearsClub9932,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756239393332,744,495.150000
TeddyBearsClub9614,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756239363134,745,495.140000
TeddyBearsClub1908,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756231393038,746,495.140000
TeddyBearsClub9940,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756239393430,747,495.020000
TeddyBearsClub6702,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756236373032,748,495.020000
TeddyBearsClub288,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c7562323838,749,495.020000
TeddyBearsClub1344,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756231333434,750,495.010000
TeddyBearsClub6322,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756236333232,751,494.900000
TeddyBearsClub6838,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756236383338,752,494.890000
TeddyBearsClub4899,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756234383939,753,494.770000
TeddyBearsClub8162,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756238313632,754,494.660000
TeddyBearsClub3887,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756233383837,755,494.660000
TeddyBearsClub8680,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756238363830,756,494.650000
TeddyBearsClub649,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c7562363439,757,494.520000
TeddyBearsClub1301,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756231333031,758,494.520000
TeddyBearsClub5875,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756235383735,759,494.520000
TeddyBearsClub1917,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756231393137,760,494.400000
TeddyBearsClub9888,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756239383838,761,494.400000
TeddyBearsClub6518,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756236353138,762,494.270000
TeddyBearsClub2153,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756232313533,763,494.270000
TeddyBearsClub3464,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756233343634,764,494.150000
TeddyBearsClub181,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c7562313831,765,494.150000
TeddyBearsClub8169,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756238313639,766,494.150000
TeddyBearsClub4406,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756234343036,767,494.150000
TeddyBearsClub2136,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756232313336,768,494.150000
TeddyBearsClub298,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c7562323938,769,494.140000
TeddyBearsClub5524,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756235353234,770,494.040000
TeddyBearsClub654,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c7562363534,771,494.030000
TeddyBearsClub1395,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756231333935,772,494.020000
TeddyBearsClub8700,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756238373030,773,493.910000
TeddyBearsClub1812,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756231383132,774,493.900000
TeddyBearsClub5632,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756235363332,775,493.900000
TeddyBearsClub4995,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756234393935,776,493.770000
TeddyBearsClub1847,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756231383437,777,493.650000
TeddyBearsClub6360,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756236333630,778,493.410000
TeddyBearsClub1869,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756231383639,779,493.410000
TeddyBearsClub5364,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756235333634,780,493.400000
TeddyBearsClub8613,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756238363133,781,493.400000
TeddyBearsClub5967,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756235393637,782,493.400000
TeddyBearsClub9235,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756239323335,783,493.400000
TeddyBearsClub818,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c7562383138,784,493.280000
TeddyBearsClub6698,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756236363938,785,493.170000
TeddyBearsClub4859,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756234383539,786,493.160000
TeddyBearsClub2795,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756232373935,787,493.150000
TeddyBearsClub7467,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756237343637,788,492.910000
TeddyBearsClub9819,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756239383139,789,492.650000
TeddyBearsClub6066,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756236303636,790,492.540000
TeddyBearsClub8332,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756238333332,791,492.520000
TeddyBearsClub1721,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756231373231,792,492.280000
TeddyBearsClub9629,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756239363239,793,492.280000
TeddyBearsClub9113,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756239313133,794,492.040000
TeddyBearsClub1052,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756231303532,795,491.910000
TeddyBearsClub8072,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756238303732,796,491.900000
TeddyBearsClub3922,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756233393232,797,491.790000
TeddyBearsClub7414,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756237343134,798,491.540000
TeddyBearsClub3811,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756233383131,799,491.410000
TeddyBearsClub2264,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756232323634,800,491.280000
TeddyBearsClub8112,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756238313132,801,491.170000
TeddyBearsClub7875,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756237383735,802,491.050000
TeddyBearsClub8312,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756238333132,803,490.920000
TeddyBearsClub1544,ab182ed76b669b49ee54a37dee0d0064ad4208a859cc4fdf3f906d8754656464794265617273436c756231353434,804,490.420000
TeddyBearsClub7642,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237363432,1,659.160000
TeddyBearsClub5144,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235313434,2,659.110000
TeddyBearsClub2772,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232373732,3,658.960000
TeddyBearsClub1454,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231343534,4,658.620000
TeddyBearsClub4541,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234353431,5,658.560000
TeddyBearsClub7786,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237373836,6,658.370000
TeddyBearsClub2620,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232363230,7,658.370000
TeddyBearsClub5666,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235363636,8,658.230000
TeddyBearsClub1163,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231313633,9,658.230000
TeddyBearsClub4587,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234353837,10,658.130000
TeddyBearsClub8949,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238393439,11,658.080000
TeddyBearsClub4777,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234373737,12,658.030000
TeddyBearsClub1927,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231393237,13,657.830000
TeddyBearsClub5031,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235303331,14,657.830000
TeddyBearsClub3088,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756233303838,15,657.690000
TeddyBearsClub6563,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236353633,16,657.690000
TeddyBearsClub6414,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236343134,17,657.480000
TeddyBearsClub3095,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756233303935,18,657.450000
TeddyBearsClub662,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562363632,19,657.340000
TeddyBearsClub6167,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236313637,20,657.240000
TeddyBearsClub6440,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236343430,21,657.200000
TeddyBearsClub3575,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756233353735,22,656.950000
TeddyBearsClub3534,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756233353334,23,656.890000
TeddyBearsClub1198,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231313938,24,656.750000
TeddyBearsClub7817,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237383137,25,656.750000
TeddyBearsClub362,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562333632,26,656.610000
TeddyBearsClub2200,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232323030,27,656.610000
TeddyBearsClub2284,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232323834,28,656.500000
TeddyBearsClub7198,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237313938,29,656.370000
TeddyBearsClub488,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562343838,30,656.310000
TeddyBearsClub2589,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756232353839,31,656.310000
TeddyBearsClub8906,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238393036,32,656.070000
TeddyBearsClub1141,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231313431,33,656.010000
TeddyBearsClub8816,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756238383136,34,655.880000
TeddyBearsClub1174,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231313734,35,655.670000
TeddyBearsClub7062,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756237303632,36,655.430000
TeddyBearsClub1583,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756231353833,37,655.420000
TeddyBearsClub4854,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756234383534,38,655.390000
TeddyBearsClub6486,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236343836,39,655.380000
TeddyBearsClub967,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c7562393637,40,655.080000
TeddyBearsClub5581,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756235353831,41,654.930000
TeddyBearsClub6692,da3562fad43b7759f679970fb4e0ec07ab5bebe5c703043acda07a3c54656464794265617273436c756236363932,42,654.880000
